rank,name,url,gold_value,grand_total,value_ratio,error,gross_weight,metal_weight,stone_weight,length,width,thickness,rate,making_charges,gst,discount,subtotal,product_total
105,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894238,337886.56,367268.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
106,Antique Finished And Studded 22KT Gold Drops For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-for-women-ngo-stdr-ox-s-72872,345366.16,375398.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
107,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893688,370660.64,402892.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
108,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894080,544621.6,591980.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
109,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25893539,1178412.36,1280883.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
110,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894036,472048.32,513096.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
111,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893857,556062.72,604416.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
112,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25893588,1782073.12,1937036.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
113,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893635,421642.44,458307.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
114,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25893650,1272246.84,1382877.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
115,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893821,766049.04,832662.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
116,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-25894452,873505.04,949462.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
117,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893508,350993.8,381515.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
118,Charmingly Detailed And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/charmingly-detailed-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25893614,848325.56,922093.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
119,Antique Finished And Studded 22KT Gold Queen Victoria Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-queen-victoria-drops-ngo-stdr-btc-s-l-ox-25893505,466509.0,507075.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
120,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25894109,1040575.2,1131060.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
121,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-2628529,424077.68,460954.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
122,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894253,429704.4,467070.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
123,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25894308,1305596.84,1419127.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
124,Antique Finished And Studded 22KT Gold Queen Victoria Fancy Chain,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-queen-victoria-fancy-chain-ngo-chfc-btc-s-l-ox-25893610,977880.88,1062914.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
125,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-25894457,617646.6,671355.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
126,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894204,609079.56,662043.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
127,Antique Finished And Studded 22KT Gold Queen Victoria Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-queen-victoria-drops-ngo-stdr-btc-s-l-ox-25894145,200677.76,218128.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
128,Antique Finished And Studded 22KT Gold Queen Victoria Fancy Chain,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-queen-victoria-fancy-chain-ngo-chfc-btc-s-l-ox-25894272,878140.0,954500.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
129,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-25894132,983353.04,1068862.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
130,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-na-25894488,946892.52,1029231.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
131,Studded And Detailed 22KT Gold Locket,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-locket-ngo-bslc-brs-s-l-p-24487570,56824.72,61766.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
132,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgsb-cod-s-l-p-24489710,301494.12,327711.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
133,Antique Finished And Studded 22KT Gold Drops For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-for-women-ngo-stdr-s-72892,986102.0,1071850.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
134,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-emd-s-l-p-24496210,654003.16,710873.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
135,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-cod-s-l-p-25866113,492883.56,535743.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
136,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-cod-s-l-p-26122056,395660.72,430066.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
137,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-bsd-s-l-p-24496455,301638.56,327868.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
138,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-bsd-s-l-p-24496478,310736.44,337757.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
139,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-cod-s-l-p-24496535,658398.0,715650.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
140,Specially Crafted And Detailed 22KT Gold Necklace,https://www.bhimagold.com/products/specially-crafted-and-detailed-22kt-gold-necklace-ngo-chns-cod-s-l-p-24496555,549596.04,597387.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
141,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-ops-s-l-ox-24512945,209093.0,227275.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
142,Studded And Detailed 22KT Gold Bangles For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-bangles-for-women-ngo-bgbb-cl-s-l-p-24515532,433795.64,471517.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
143,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-osp-s-l-ox-24522381,866568.24,941922.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
144,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-bsd-s-l-p-24531135,375320.44,407957.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
145,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-24534535,937582.12,1019111.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
146,Studded And Detailed 22KT Gold Bangles For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-bangles-for-women-ngo-bgbb-cl-s-l-p-24539715,329068.36,357683.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
147,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25894400,560400.52,609131.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
148,Detailed And Crafted 22KT Gold Bangles,https://www.bhimagold.com/products/detailed-and-crafted-22kt-gold-bangles-ngo-bgle-ka-p-l-p-24561781,175340.04,190587.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
149,Black Beaded And Detailed 22KT Gold Mangalsutra,https://www.bhimagold.com/products/black-beaded-and-detailed-22kt-gold-mangalsutra-ngo-chms-bb-p-l-p-24563944,293972.2,319535.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
150,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24576339,514140.16,558848.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
151,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-rud-s-l-p-24583683,377316.84,410127.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
152,Antique Finished And Studded 18KT Yellow Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-18kt-yellow-gold-necklace-ng18-chnc18k-vic-s-l-ox-24583746,301958.72,328216.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
153,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24588796,563212.04,612187.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
154,Charmingly Detailed And Antique Finished 22KT Gold Drops,https://www.bhimagold.com/products/charmingly-detailed-and-antique-finished-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24588962,546330.04,593837.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
155,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-25893507,652687.56,709443.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
156,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-btc-s-l-ox-24589037,1137564.36,1236483.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
157,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589380,650750.96,707338.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
158,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589411,1127317.4,1225345.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
159,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589452,416528.16,452748.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
160,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589418,344617.28,374584.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
161,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589471,392085.6,426180.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
162,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589469,862109.92,937076.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
163,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589495,1106765.52,1203006.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
164,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589510,288251.64,313317.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
165,One Of Its Kind Antique Finished And Detailed 22KT Gold Necklace,https://www.bhimagold.com/products/one-of-its-kind-antique-finished-and-detailed-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589519,379891.0,412925.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
166,Antique Finished And Studded 22KT Gold Peacock Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-peacock-necklace-ngo-chnc-btc-s-l-ox-24589531,442557.72,481041.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
167,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589540,370604.52,402831.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
168,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589550,1591999.28,1730434.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
169,Antique Finished And Studded 22KT Gold Bangles,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-bangles-ngo-bgbb-btc-s-l-ox-24589564,778113.92,845776.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
170,Antique Finished And Studded 22KT Gold Necklace,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chnc-btc-s-l-ox-24589568,541224.04,588287.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
171,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589577,302904.48,329244.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
172,Antique Finished And Studded 22KT Gold Drops ,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-drops-ngo-stdr-btc-s-l-ox-24589600,535389.4,581945.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
173,Antique Finished And Studded 22KT Gold Locket,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-locket-ngo-chlc-btc-s-l-ox-24589607,320804.0,348700.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
174,Antique Finished And Studded 22KT Gold Necklace For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-ngo-chfs-cod-s-l-p-24595614,784020.32,852196.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
175,One Of Its Kind Emerald Studded And Detailed 22KT Gold Studs,https://www.bhimagold.com/products/one-of-its-kind-emerald-studded-and-detailed-22kt-gold-studs-ngo-stse-cod-s-l-na-24612875,128986.76,140203.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
176,Classic Finely Detailed And Crafted 22KT Gold Drops,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-drops-ngo-stdr-rjpm-p-l-p-24637870,108936.28,118409.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
177,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgbb-dub-p-l-p-24646023,180953.88,196689.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
178,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-cod-s-l-p-24649938,896812.32,974796.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
179,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chns-cod-s-l-p-24649947,979822.08,1065024.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
180,Traditionally Crafted 22KT Gold Studs,https://www.bhimagold.com/products/traditionally-crafted-22kt-gold-studs-ngo-stse-cod-s-l-p-24649949,547227.96,594813.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
181,Studded And Detailed 22KT Gold Bangles For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-bangles-for-women-ngo-bgsb-cod-s-l-p-24649975,361912.36,393383.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
182,Classic Matte Finished And Ruby Studded 22KT Gold Necklace,https://www.bhimagold.com/products/classic-matte-finished-and-ruby-studded-22kt-gold-necklace-ngo-chfs-cod-s-l-p-24665959,855056.28,929409.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
183,Antique Finished And Studded 22KT Gold Haaram,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-ngo-chfc-pcw-s-l-ox-25690466,999097.92,1085976.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
184,Classic Finely Detailed And Crafted 22KT Gold Ring,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-ngo-rgrg-csl-p-g-p-24669276,92981.64,101067.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
